mean_fee,service_count,above_cap,sa3_code,sa3_name,sa4_code,sa4_name,file_source,year,month,date,city,cccpi,cpi
12.47,30,0,30909,Southport,309,Gold Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.17,12,3,30910,Surfers Paradise,309,Gold Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.44,26,4,31001,Forest Lake - Oxley,310,Ipswich,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.06,19,1,31002,Ipswich Hinterland,310,Ipswich,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.2,51,4,31003,Ipswich Inner,310,Ipswich,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.62,52,6,31004,Springfield - Redbank,310,Ipswich,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.85,5,0,31101,Beaudesert,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.04,23,3,31102,Beenleigh,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.35,42,1,31103,Browns Plains,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.93,23,0,31104,Jimboomba,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.99,37,0,31105,Loganlea - Carbrook,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.19,40,3,31106,Springwood - Kingston,311,Logan - Beaudesert,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.08,11,2,31201,Bowen Basin - North,312,Mackay - Isaac - Whitsunday,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.35,38,3,31202,Mackay,312,Mackay - Isaac - Whitsunday,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.51,9,1,31203,Whitsunday,312,Mackay - Isaac - Whitsunday,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.45,8,0,31301,Bribie - Beachmere,313,Moreton Bay - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.22,35,0,31302,Caboolture,313,Moreton Bay - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.62,24,1,31304,Narangba - Burpengary,313,Moreton Bay - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.84,23,4,31305,Redcliffe,313,Moreton Bay - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.46,31,3,31401,The Hills District,314,Moreton Bay - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.86,39,4,31402,North Lakes,314,Moreton Bay - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.59,16,1,31403,Strathpine,314,Moreton Bay - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
8.29,14,0,31501,Far North,315,Queensland - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
10.47,13,2,31502,Outback - North,315,Queensland - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
10.61,8,1,31503,Outback - South,315,Queensland - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.96,26,6,31601,Buderim,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.86,26,5,31602,Caloundra,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.63,20,0,31603,Maroochy,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.92,15,3,31605,Noosa,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.01,11,1,31606,Sunshine Coast Hinterland,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.72,18,2,31607,Nambour,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.99,5,0,31608,Noosa Hinterland,316,Sunshine Coast,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.33,67,4,31701,Toowoomba,317,Toowoomba,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
9.45,12,1,31801,Charters Towers - Ayr - Ingham,318,Townsville,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.21,93,11,31802,Townsville,318,Townsville,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.88,29,1,31901,Bundaberg,319,Wide Bay,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.36,14,0,31902,Burnett,319,Wide Bay,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.33,15,0,31903,Gympie - Cooloola,319,Wide Bay,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.36,21,2,31904,Hervey Bay,319,Wide Bay,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.94,10,0,31905,Maryborough,319,Wide Bay,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.55,12,5,40101,Adelaide City,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.36,26,1,40102,Adelaide Hills,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.08,13,4,40103,Burnside,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.08,15,6,40104,Campbelltown (SA),401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.47,18,8,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.92,12,7,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.13,18,6,40107,Unley,401,Adelaide - Central and Hills,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.89,14,3,40201,Gawler - Two Wells,402,Adelaide - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.6,28,1,40202,Playford,402,Adelaide - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.01,20,5,40203,Port Adelaide - East,402,Adelaide - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.52,38,4,40204,Salisbury,402,Adelaide - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.95,26,6,40205,Tea Tree Gully,402,Adelaide - North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.19,14,2,40301,Holdfast Bay,403,Adelaide - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.58,26,3,40302,Marion,403,Adelaide - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.3,22,9,40303,Mitcham,403,Adelaide - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.42,48,8,40304,Onkaparinga,403,Adelaide - South,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.68,27,7,40401,Charles Sturt,404,Adelaide - West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.29,15,1,40402,Port Adelaide - West,404,Adelaide - West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
13.09,26,7,40403,West Torrens,404,Adelaide - West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,ade,151.4,139.9
12.62,10,0,40501,Barossa,405,Barossa - Yorke - Mid North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
9.83,7,0,40502,Lower North,405,Barossa - Yorke - Mid North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
9.9,7,0,40503,Mid North,405,Barossa - Yorke - Mid North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
10.87,5,0,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
10.84,18,0,40601,Eyre Peninsula and South West,406,South Australia - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.24,6,0,40602,Outback - North and East,406,South Australia - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.3,12,0,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.76,17,3,40702,Limestone Coast,407,South Australia - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.78,17,2,40703,Murray and Mallee,407,South Australia - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.45,16,4,50101,Augusta - Margaret River - Busselton,501,Bunbury,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.67,29,6,50102,Bunbury,501,Bunbury,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.88,9,1,50103,Manjimup,501,Bunbury,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.97,31,1,50201,Mandurah,502,Mandurah,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.81,22,17,50301,Cottesloe - Claremont,503,Perth - Inner,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
14.77,45,36,50302,Perth City,503,Perth - Inner,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.15,26,8,50401,Bayswater - Bassendean,504,Perth - North East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.79,8,3,50402,Mundaring,504,Perth - North East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.82,50,14,50403,Swan,504,Perth - North East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.35,49,16,50501,Joondalup,505,Perth - North West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
14.05,59,35,50502,Stirling,505,Perth - North West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.93,74,12,50503,Wanneroo,505,Perth - North West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.73,35,5,50601,Armadale,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.54,22,8,50602,Belmont - Victoria Park,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.42,30,10,50603,Canning,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.1,46,15,50604,Gosnells,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.98,13,1,50605,Kalamunda,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.01,12,3,50606,Serpentine - Jarrahdale,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
14.22,16,12,50607,South Perth,506,Perth - South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.62,43,17,50701,Cockburn,507,Perth - South West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.26,16,2,50702,Fremantle,507,Perth - South West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
13.04,14,4,50703,Kwinana,507,Perth - South West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
14.48,31,19,50704,Melville,507,Perth - South West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
12.52,48,6,50705,Rockingham,507,Perth - South West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,per,167.2,137.6
11.84,16,1,50901,Albany,509,Western Australia - Wheat Belt,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.11,19,8,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.95,11,4,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.65,12,5,51001,Kimberley,510,Western Australia - Outback (North),Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.17,7,4,51002,East Pilbara,510,Western Australia - Outback (North),Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.57,15,11,51003,West Pilbara,510,Western Australia - Outback (North),Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
13.88,10,6,51103,Goldfields,511,Western Australia - Outback (South),Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.95,18,5,51104,Mid West,511,Western Australia - Outback (South),Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.01,16,0,60102,Hobart - North East,601,Hobart,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,hob,167.5,133.6
12.01,11,0,60103,Hobart - North West,601,Hobart,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,hob,167.5,133.6
11.2,7,0,60104,Hobart - South and West,601,Hobart,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,hob,167.5,133.6
11.93,26,2,60105,Hobart Inner,601,Hobart,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,hob,167.5,133.6
11.65,6,0,60106,Sorell - Dodges Ferry,601,Hobart,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,hob,167.5,133.6
12.28,26,4,60201,Launceston,602,Launceston and North East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.99,9,0,60203,North East,602,Launceston and North East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
10.73,5,0,60302,Huon - Bruny Island,603,South East,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.42,13,0,60401,Burnie - Ulverstone,604,West and North West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
11.46,8,0,60402,Devonport,604,West and North West,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
12.4,10,1,70101,Darwin City,701,Darwin,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,dar,129.3,138.3
11.96,28,4,70102,Darwin Suburbs,701,Darwin,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,dar,129.3,138.3
10.82,8,0,70103,Litchfield,701,Darwin,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,dar,129.3,138.3
11.96,24,3,70104,Palmerston,701,Darwin,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,dar,129.3,138.3
7.98,21,0,70201,Alice Springs,702,Northern Territory - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
5.27,8,0,70203,Daly - Tiwi - West Arnhem,702,Northern Territory - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
9.3,5,0,70204,East Arnhem,702,Northern Territory - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
7.74,12,0,70205,Katherine,702,Northern Territory - Outback,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.02,36,23,80101,Belconnen,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.82,35,27,80104,Gungahlin,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
15.08,30,23,80105,North Canberra,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,can,168,136.8
15.02,25,19,80106,South Canberra,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,can,168,136.8
14.42,36,26,80107,Tuggeranong,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.12,8,5,80108,Weston Creek,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.53,17,13,80109,Woden Valley,801,Australian Capital Territory,Child Care Subsidy data tables - June quarter 2024.xlsx,2024,6,2024-06-01,aus,158,138.8
14.97,18,14,10102,Queanbeyan,101,Capital Region,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.29,9,0,10103,Snowy Mountains,101,Capital Region,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.92,23,3,10104,South Coast,101,Capital Region,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.38,14,1,10105,Goulburn - Mulwaree,101,Capital Region,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.96,13,1,10106,Young - Yass,101,Capital Region,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.3,74,17,10201,Gosford,102,Central Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.18,63,15,10202,Wyong,102,Central Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.77,18,5,10301,Bathurst,103,Central West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.21,23,1,10302,Lachlan Valley,103,Central West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.27,13,0,10303,Lithgow - Mudgee,103,Central West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.6,26,7,10304,Orange,103,Central West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.57,15,4,10401,Clarence Valley,104,Coffs Harbour - Grafton,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.95,41,7,10402,Coffs Harbour,104,Coffs Harbour - Grafton,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
11.95,11,1,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.69,25,3,10503,Dubbo,105,Far West and Orana,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.67,31,2,10601,Lower Hunter,106,Hunter Valley exc Newcastle,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.19,44,9,10602,Maitland,106,Hunter Valley exc Newcastle,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.04,27,5,10603,Port Stephens,106,Hunter Valley exc Newcastle,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.56,7,0,10604,Upper Hunter,106,Hunter Valley exc Newcastle,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.91,33,3,10701,Dapto - Port Kembla,107,Illawarra,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.71,54,10,10703,Kiama - Shellharbour,107,Illawarra,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.29,60,9,10704,Wollongong,107,Illawarra,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.17,14,2,10801,Great Lakes,108,Mid North Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
11.23,10,0,10802,Kempsey - Nambucca,108,Mid North Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.12,31,4,10804,Port Macquarie,108,Mid North Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.19,22,0,10805,Taree - Gloucester,108,Mid North Coast,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.35,27,8,10901,Albury,109,Murray,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.63,6,1,10902,Lower Murray,109,Murray,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.86,14,0,10903,Upper Murray exc. Albury,109,Murray,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.15,12,1,11001,Armidale,110,New England and North West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.26,7,1,11002,Inverell - Tenterfield,110,New England and North West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
11.24,9,0,11003,Moree - Narrabri,110,New England and North West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.91,34,4,11004,Tamworth - Gunnedah,110,New England and North West,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.8,57,18,11101,Lake Macquarie - East,111,Newcastle and Lake Macquarie,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.92,32,5,11102,Lake Macquarie - West,111,Newcastle and Lake Macquarie,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.28,79,15,11103,Newcastle,111,Newcastle and Lake Macquarie,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.07,27,3,11201,Richmond Valley - Coastal,112,Richmond - Tweed,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.41,16,1,11202,Richmond Valley - Hinterland,112,Richmond - Tweed,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.57,27,2,11203,Tweed Valley,112,Richmond - Tweed,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
13.04,14,5,11301,Griffith - Murrumbidgee (West),113,Riverina,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
11.93,6,1,11302,Tumut - Tumbarumba,113,Riverina,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.92,45,4,11303,Wagga Wagga,113,Riverina,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.86,49,7,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
12.54,17,3,11402,Southern Highlands,114,Southern Highlands and Shoalhaven,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,aus,163,139.1
14.76,78,55,11501,Baulkham Hills,115,Sydney - Baulkham Hills and Hawkesbury,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
13.7,22,8,11502,Dural - Wisemans Ferry,115,Sydney - Baulkham Hills and Hawkesbury,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
13.22,6,2,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
14.33,36,19,11504,Rouse Hill - McGraths Hill,115,Sydney - Baulkham Hills and Hawkesbury,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
12.79,68,9,11601,Blacktown,116,Sydney - Blacktown,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
14.37,68,40,11602,Blacktown - North,116,Sydney - Blacktown,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
12.41,48,3,11603,Mount Druitt,116,Sydney - Blacktown,Attachment C - Tables to be published on the website - Sep qtr 2024.xlsx,2024,9,2024-09-01,syd,162.8,139.8
